date,btc_mktcap,y_btc_close_t+7,btc_close_lag1,btc_ret1_lag1,btc_volume_lag1,btc_close_lag2,btc_ret1_lag2,btc_volume_lag2,btc_close_lag3,btc_ret1_lag3,btc_volume_lag3,btc_close_lag4,btc_ret1_lag4,btc_volume_lag4,btc_close_lag5,btc_ret1_lag5,btc_volume_lag5,btc_close_lag6,btc_ret1_lag6,btc_volume_lag6,btc_close_lag8,btc_ret1_lag8,btc_volume_lag8,btc_close_lag9,btc_ret1_lag9,btc_volume_lag9,btc_close_lag10,btc_ret1_lag10,btc_volume_lag10,btc_close_lag11,btc_ret1_lag11,btc_volume_lag11,btc_close_lag12,btc_ret1_lag12,btc_volume_lag12,btc_close_lag13,btc_ret1_lag13,btc_volume_lag13,btc_close_lag14,btc_ret1_lag14,btc_volume_lag14,btc_roll_mean_close_7,btc_roll_std_close_7,btc_roll_mean_ret_7,btc_roll_vol_ret_7,btc_roll_mean_vol_7,btc_roll_std_vol_7,btc_roll_mean_close_14,btc_roll_std_close_14,btc_roll_mean_ret_14,btc_roll_vol_ret_14,btc_roll_mean_vol_14,btc_roll_std_vol_14,btc_roll_mean_close_30,btc_roll_std_close_30,btc_roll_mean_ret_30,btc_roll_vol_ret_30,btc_roll_mean_vol_30,btc_roll_std_vol_30,btc_ema26,btc_macd,btc_rsi14,btc_atr14
2010-09-16,-0.828335688729814,0.063,-0.8166122097649813,20.905129827028706,-0.5471168845520962,-0.8162283079816739,0.3174567014626508,-0.5463326314371305,-0.8153679009263003,-0.6507232065898066,-0.5455203844268565,-0.8144691223018207,0.4958518577439134,-0.5447177608474636,-0.8136107060023088,-0.0940089927061009,-0.5440978904144307,-0.8127434957164063,-0.1687168418713302,-0.543524210058091,-0.8110007101625358,-0.0608562421670514,-0.5420908283343084,-0.8101590850892432,-0.5016020256663316,-0.5414530350468453,-0.8093007480675007,0.1194343647533373,-0.5409728284524428,-0.8084505313164538,0.2232977132512638,-0.5404935195093054,-0.8075878797058701,-0.4990237010969701,-0.5401152576425486,-0.8066900487898125,0.002652508672245,-0.5396605790741257,-0.8058246470592175,-0.4698836893302277,-0.5388454496863793,-0.8175989323361165,-0.5052578359996575,5.084754942414461,10.656842282970816,-0.6357815406220544,-0.5570336048288337,-0.8173147699442428,-0.5279788769305955,3.1918532692324995,7.4260330123340434,-0.6639100752184669,-0.6004557850056549,-0.8180277372158948,-0.5217052073157933,1.3059765008932016,5.092668203501817,-0.6968820149843914,-0.6395867413763406,-0.8237162953740893,-0.059671665573394,-0.2994627473283249,-0.5523211529914255
2010-09-17,-0.8283368230102922,0.06281,-0.8171026295478466,-7.933937772919045,-0.5471252079815904,-0.8157474428177025,20.91435967742868,-0.5463621594260378,-0.8153588389663471,0.3170849555078564,-0.5455091559144497,-0.8144820820118659,-0.6503711534445314,-0.5446912728931699,-0.8135977032805981,0.4958342084906716,-0.5441177376896744,-0.8127435390712755,-0.0947244789516853,-0.5435161936012893,-0.8109990194827708,-0.0158515312649446,-0.542092579058665,-0.8101583915406368,-0.0614484319849487,-0.5414562160364452,-0.8093100666776638,-0.5020214424894406,-0.5409655410763493,-0.8084457641215159,0.1183873587434042,-0.5405151152897353,-0.8075809463530748,0.2229106737695774,-0.5401005032068751,-0.8066991478164268,-0.4981852036700927,-0.5396536891221511,-0.805822480861691,0.0028028621508766,-0.538866215986004,-0.8175996218372013,-0.505253314850816,5.037310480650816,10.662767287919452,-0.6357804384339548,-0.5570336319856053,-0.8173155488496,-0.5279765662793657,3.1150257722214665,7.430981248453648,-0.6639084876639644,-0.6004562271814539,-0.8180296585109068,-0.5217046943403074,1.346438566576243,5.090432619420274,-0.6968815429671918,-0.6395869086424594,-0.8237178174816294,-0.059775586626398,-0.313290644282151,-0.5523177917271593
2010-09-18,-0.8283365784915445,0.0624,-0.8171069657086147,-0.286900842733427,-0.5471066003728983,-0.8162378472365047,-7.938642191986304,-0.5463704848807717,-0.8148779914262498,20.91946354820529,-0.5455387005408987,-0.8144730201871773,0.3176831389803602,-0.5446800342761063,-0.8136106626454509,-0.6509380321590325,-0.5440912496017296,-0.8127305369459729,0.495055519981519,-0.543536040377709,-0.8110007101625358,-0.1682735473328484,-0.5420834056017889,-0.810156701015909,-0.0164070515652911,-0.5414579668138887,-0.8093093731996982,-0.0618516397030341,-0.5409687218202252,-0.8084550818207129,-0.5038083550511168,-0.5405078286547955,-0.8075761796730282,0.1179186053949581,-0.5401220967690133,-0.8066922152247206,0.2239999046550341,-0.5396389361018633,-0.8058315788913032,-0.4980063966820953,-0.5388593241446218,-0.8176003051265647,-0.5052488817705829,5.038082921828066,10.66267756914931,-0.6357807500421009,-0.5570337819479595,-0.817315673474457,-0.5279761556825807,3.220598985158351,7.42312462504934,-0.6639075427051688,-0.6004561855771238,-0.8180308171544636,-0.5217035542850225,1.4783392287645098,5.081909979314598,-0.696880772540622,-0.6395874425244391,-0.8237192268404627,-0.0598622054919127,-0.313290644282151,-0.5523319090370772
2010-09-19,-0.8283340369770851,0.062279,-0.8171069657086147,-0.0908485385236511,-0.5471070829116056,-0.8162421832614278,-0.2879104171999782,-0.5463518727445149,-0.8153683778715609,-7.941208793803158,-0.5455470306866089,-0.8139921798245129,20.92530127230506,-0.5447096054900763,-0.8136016010621313,0.3175801175888307,-0.5440800109279591,-0.8127434957164063,-0.6515938429249828,-0.5435095529554926,-0.8110007535132989,-0.0942616994857144,-0.5420753678225876,-0.8101583915406368,-0.1689532600050886,-0.5414487930788473,-0.8093076828471569,-0.0168086005886024,-0.5409704724624251,-0.8084543884105402,-0.0631144851996584,-0.5405110090751777,-0.8075854963658466,-0.5047617318468289,-0.5401148108825476,-0.8066874490679228,0.1189713717133523,-0.5396605275925418,-0.8058246470592175,0.2241376829819759,-0.5388445670786645,-0.8176017959397212,-0.505240693721346,4.940020223271238,10.671200366436018,-0.6357750268285507,-0.557034442022789,-0.817315767254662,-0.5279759017407359,3.226326738485328,7.422887898557675,-0.663906447883222,-0.6004538337464502,-0.818031418622467,-0.5217029632856969,1.5879990871256633,5.078145098578458,-0.6968797887870452,-0.6395871273620476,-0.8237199754215221,-0.0599277955655584,-0.2854519524671409,-0.5523312435067524
2010-09-20,-0.8283327142862151,0.062206,-0.8170995985714699,0.247713831498752,-0.5470906757409506,-0.8162421832614278,-0.0917633857377673,-0.5463523554006326,-0.8153727137375673,-0.2884430979480985,-0.5455284080633463,-0.8144825589500073,-7.9427108370310195,-0.5447179431321726,-0.8131207735070424,20.935072691484624,-0.5441095822911374,-0.8127344345487229,0.3168205291761316,-0.5434983145641852,-0.8109877526194136,0.4956736103479706,-0.542095267388027,-0.8101584348874247,-0.0948811078320475,-0.5414407550559178,-0.8093093731996982,-0.1693604266981158,-0.5409612994360334,-0.808452698223244,-0.0180178177509787,-0.5405127595393308,-0.8075848030305672,-0.0637246089358245,-0.5401179909762409,-0.8066967647380279,-0.5039252272829394,-0.5396532424050076,-0.8058198814246589,0.1191151169039549,-0.5388661644903026,-0.8176009325104345,-0.5052457653799856,5.221576050774083,10.63477674575394,-0.6357730183886757,-0.5570312105298619,-0.8173159541919478,-0.5279754599457812,3.2113708019188727,7.423643621532708,-0.6639031088000238,-0.6004518548100016,-0.8180319317988981,-0.5217025617689479,1.606417100146723,5.077654892812822,-0.6968795261088325,-0.6395868055967414,-0.8237204062442811,-0.059979590689523,-0.2715028054715783,-0.5523332535427837
2010-09-21,-0.8283326616682568,0.06271,-0.8170961253066946,0.0644358229214001,-0.5470865287111732,-0.8162348163550834,0.2469625686057657,-0.546335944237819,-0.8153727137375673,-0.0922439214634761,-0.5455288909914165,-0.8144868947512938,-0.2879989107155316,-0.5446993037502149,-0.8136111395708886,-7.946771946585977,-0.5441179199753031,-0.8122536290482028,20.932103919008892,-0.5435278851841427,-0.8110007101625358,-0.6512777077713406,-0.5420687095138126,-0.8101454351857353,0.4955348770857374,-0.5414606552247684,-0.8093094165420709,-0.0952855467425207,-0.5409532620340225,-0.8084543884105402,-0.170751272375832,-0.5405035874458705,-0.8075831130258233,-0.0185928160403527,-0.5401197412605886,-0.8066960714788572,-0.0627349287273901,-0.5396564221936361,-0.8058291960740238,-0.5037460941936689,-0.5388588773049766,-0.8176014294481534,-0.5052430235304473,5.052580785201582,10.652795318288367,-0.6357769477753245,-0.5570342664689866,-0.8173155024268407,-0.5279767106067893,3.3134170526080897,7.415791532722113,-0.6639025408791919,-0.6004522634238767,-0.8180323864564962,-0.5217021789001782,1.6174573670419243,5.077226975114648,-0.6968811235047264,-0.6395884930006929,-0.8237208379017902,-0.060023427063718,-0.2733538510765642,-0.5523470347262749
2010-09-22,-0.8283331650804383,0.06219,-0.8170965589227714,-0.1099899227990215,-0.5471109476082389,-0.81623134319912,0.0635960049754432,-0.5463317961989951,-0.8153653471012225,0.2465720820250729,-0.5455124705817354,-0.8144868947512938,-0.0917498373924639,-0.5446997871128771,-0.8136154752566874,-0.2883921534885913,-0.5440992804992962,-0.8127439726199684,-7.9466460017648926,-0.5435362226587563,-0.8109916498530259,0.3173916836733282,-0.5420574412303126,-0.8101583915406368,-0.6523509687895932,-0.541434096545244,-0.8092964181644529,0.4951521808461058,-0.5409731606656314,-0.8084544317486758,-0.0965881987170645,-0.5404955508612935,-0.8075848030305672,-0.1714452335761551,-0.5401105701092742,-0.8066943816596288,-0.0175874612070237,-0.5396581723100798,-0.8058285028908152,-0.0625808604684682,-0.5388620579655875,-0.8176711249632155,-0.5077344797413974,-3.2723176583293183,3.0473852553584715,-0.6357731941485231,-0.5570348116918021,-0.8173152562927478,-0.5279774140698892,3.2799956103663765,7.417993300302386,-0.6639002442859633,-0.6004522965286977,-0.8180328557804687,-0.5217017325475471,1.6139382818543246,5.077371843053427,-0.6968803136546321,-0.6395883109076553,-0.8237214013224039,-0.0600620553679902,-0.2832834314459345,-0.5523447490665739
2010-09-23,-0.8283326632387146,0.06192,-0.8170987270031554,-0.1867066556688741,-0.5470943555864314,-0.8162317768016124,-0.1109140186202761,-0.5463562210376158,-0.8153618740725516,0.0631567710163234,-0.5455083202056994,-0.8144795282249081,0.2471523328562705,-0.544683351926296,-0.8136154752566874,-0.0920490445618394,-0.5440997638643974,-0.8127483081068984,-0.2890868113924468,-0.5435175836512177,-0.8105108898890758,20.93810384055945,-0.5420870905030452,-0.810149332061967,0.317107687568425,-0.5414228279200578,-0.8093093731996982,-0.6527759370962897,-0.5409466040377031,-0.8084414346417494,0.4945525052343985,-0.5405154474691366,-0.8075848463640221,-0.0972243948707641,-0.5401025343502054,-0.8066960714788572,-0.1704929655837292,-0.5396490020385495,-0.8058268132567443,-0.0174359578585673,-0.5388638085619595,-0.817670441673852,-0.5077332947111496,-0.1614142298852959,-0.5511490116346323,-0.635766181349124,-0.5570396715375865,-0.817315069355462,-0.5279779325295516,3.270100318062046,7.418584017396638,-0.6638968120205433,-0.6004513035010012,-0.8180334261557589,-0.5217013104537613,1.5946328751522716,5.077879919740282,-0.6968793642312621,-0.6395874393890848,-0.8237218575130634,-0.060093490856189,-0.2789586335312871,-0.552346026346995
2010-09-24,-0.828332663951943,0.061999,-0.8170978597710019,-0.0522000110377105,-0.5470831177245578,-0.8162339448140739,-0.187667818972451,-0.5463396249786721,-0.8153623076591522,-0.1113996454767219,-0.5455327588064924,-0.8144760552480778,0.0636903761668114,-0.544679197815293,-0.8136081089265152,0.2470155156010464,-0.5440833285948887,-0.8127483081068984,-0.0927647408177434,-0.5435180670041704,-0.8110011870209309,-7.948250923822231,-0.5420954501539107,-0.8096686161842243,20.95462145369032,-0.5414524780918403,-0.8093003146437722,0.316718420565552,-0.540935336282992,-0.8084543884105402,-0.6547423382667524,-0.5404888935421176,-0.8075718506608767,0.4943767440200865,-0.5401224289142936,-0.8066961148075553,-0.0962463494001695,-0.539640967050347,-0.8058285028908152,-0.170332775393021,-0.5388546357756975,-0.8176692552350484,-0.5077471946795094,-0.0984785982478063,-0.5849494998724917,-0.6357693032780137,-0.5570310573434116,-0.8173148201057479,-0.5279786538504185,3.280408469017567,7.41789295718543,-0.6638978725692569,-0.600449375417002,-0.8180339673449646,-0.5217008822552104,1.599888106071769,5.077678068108829,-0.6968798898895255,-0.6395868946295893,-0.8237223421321614,-0.0601204215111656,-0.2833147690720292,-0.5523473708527016
2010-09-25,-0.8283330185179343,0.061999,-0.8170986836415477,-0.1274480805841449,-0.5471253379385881,-0.8162330776090894,-0.0530961843125728,-0.5463283843824254,-0.8153644755921553,-0.1881738505661478,-0.5455161533965014,-0.8144764888282063,-0.1109104330370973,-0.5447036584086407,-0.8136046360421905,0.063465650441202,-0.5440791744629252,-0.8127409421146045,0.2462634882529902,-0.5435016321477314,-0.8110055220972515,-0.2886752147216291,-0.5420767615698103,-0.8101588683553036,-7.955269706588095,-0.541460837996194,-0.8088196477288503,20.954992184181197,-0.5409649841643677,-0.8084453307401579,0.315906301354887,-0.5404776269333795,-0.8075848030305672,-0.6558132763789987,-0.5400958777148609,-0.8066831205309762,0.4955602571963586,-0.5396608597059596,-0.8058285462147656,-0.096090377295953,-0.5388465985840881,-0.8176683234768257,-0.5077757870786145,-0.1297453101321399,-0.5750636034264943,-0.6357716479972477,-0.5570270572818716,-0.8173146954808906,-0.5279790257159291,3.2601169385336237,7.419230995179005,-0.6638992673841755,-0.6004480947233478,-0.8180345685196403,-0.5217003925653052,1.587663671428437,5.078133463188743,-0.6968801821423398,-0.6395866349785179,-0.8237229251184912,-0.0601443556740377,-0.2933910523306562,-0.5523446818412886
