date,btc_close,btc_volume,btc_mktcap,btc_ret1,y_btc_close_t+1,btc_close_lag1,btc_ret1_lag1,btc_volume_lag1,btc_close_lag2,btc_ret1_lag2,btc_volume_lag2,btc_close_lag3,btc_ret1_lag3,btc_volume_lag3,btc_close_lag4,btc_ret1_lag4,btc_volume_lag4,btc_close_lag5,btc_ret1_lag5,btc_volume_lag5,btc_close_lag6,btc_ret1_lag6,btc_volume_lag6,btc_close_lag7,btc_ret1_lag7,btc_volume_lag7,btc_close_lag8,btc_ret1_lag8,btc_volume_lag8,btc_close_lag9,btc_ret1_lag9,btc_volume_lag9,btc_close_lag10,btc_ret1_lag10,btc_volume_lag10,btc_close_lag11,btc_ret1_lag11,btc_volume_lag11,btc_close_lag12,btc_ret1_lag12,btc_volume_lag12,btc_close_lag13,btc_ret1_lag13,btc_volume_lag13,btc_close_lag14,btc_ret1_lag14,btc_volume_lag14,btc_roll_mean_close_7,btc_roll_std_close_7,btc_roll_mean_ret_7,btc_roll_vol_ret_7,btc_roll_mean_vol_7,btc_roll_std_vol_7,btc_roll_mean_close_14,btc_roll_std_close_14,btc_roll_mean_ret_14,btc_roll_vol_ret_14,btc_roll_mean_vol_14,btc_roll_std_vol_14,btc_roll_mean_close_30,btc_roll_std_close_30,btc_roll_mean_ret_30,btc_roll_vol_ret_30,btc_roll_mean_vol_30,btc_roll_std_vol_30,btc_ema12,btc_ema26,btc_macd,btc_rsi14,btc_atr14
2010-09-16,0.0619,43.8,247934.26,-0.6462857142857144,0.0609,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.0624,0.0062893081761006,104.01,0.06201,0.0025869037995149,140.7246,0.06185,-0.0335937499999999,207.4314,0.064,0.0174880763116058,54.6,0.0629,0.0261011419249592,507.5544,0.0613,-0.0331230283911672,198.06,0.0634,0.0079491255961843,53.52,0.0629,-0.0308166409861325,489.0438,0.07885985714285715,0.04241192976993057,0.1590717302732112,0.734786345448685,359.62122857142856,295.3919884091065,0.07070564285714286,0.030036928239974954,0.07908570638069115,0.5062950702853043,270.23207142857143,245.3897065396011,0.06850453333333334,0.020299101905958936,0.03049102839032991,0.34284369121904085,416.28798333333333,410.77877959833313,0.07725339137460596,0.06554800475058366,0.011705386624022304,49.35246981335136,0.017176999999999998
2010-09-17,0.0609,435.72,244586.58,-0.0161550888529885,0.0609,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.0624,0.0062893081761006,104.01,0.06201,0.0025869037995149,140.7246,0.06185,-0.0335937499999999,207.4314,0.064,0.0174880763116058,54.6,0.0629,0.0261011419249592,507.5544,0.0613,-0.0331230283911672,198.06,0.0634,0.0079491255961843,53.52,0.07870128571428571,0.04248743635756451,0.1576567175799271,0.7351672132425734,379.5258857142857,295.1151467938768,0.07052707142857143,0.030091084216129473,0.07736397677717881,0.5065964842075656,297.53207142857144,240.63976869086193,0.06806786666666667,0.02031770168195167,0.03120956920836423,0.3427183881372278,423.91936333333337,408.8745381311329,0.07473748500928197,0.06520370810239227,0.009533776906889696,49.13203413583332,0.017212714285714283
2010-09-18,0.0609,425.5566,245308.245,0.0,0.062599,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.0624,0.0062893081761006,104.01,0.06201,0.0025869037995149,140.7246,0.06185,-0.0335937499999999,207.4314,0.064,0.0174880763116058,54.6,0.0629,0.0261011419249592,507.5544,0.0613,-0.0331230283911672,198.06,0.07854414285714285,0.04256147213317294,0.15767975533881393,0.7351614459916849,373.89848571428575,293.58640025793335,0.0704985,0.030100707593906238,0.0797299073765479,0.5061179105059913,313.78182857142855,241.08669044134788,0.06780453333333333,0.02035903849727028,0.033551911550706574,0.3422406995191878,436.37530333333336,402.79655765632936,0.07260864116170013,0.06488491490962248,0.007723726252077651,49.13203413583332,0.017062714285714285
2010-09-19,0.062599,771.1302,252809.19145,0.0278981937602627,0.0634,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.0624,0.0062893081761006,104.01,0.06201,0.0025869037995149,140.7246,0.06185,-0.0335937499999999,207.4314,0.064,0.0174880763116058,54.6,0.0629,0.0261011419249592,507.5544,0.07820128571428572,0.04269821871660957,0.1547550733414321,0.7357093035932373,477.25525714285715,286.8574640994076,0.070477,0.030106659365559715,0.07985826822192672,0.5061034906887815,332.6086714285714,266.3505098472095,0.06766783333333333,0.02038046730891824,0.035499293203180446,0.3420296803216584,452.2802266666667,406.3845245385332,0.07106869636759242,0.06471558787928007,0.006353108488312345,49.5758211348216,0.017069785714285714
2010-09-20,0.0634,858.4764,256712.94,0.012795731561207,0.0633,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.0624,0.0062893081761006,104.01,0.06201,0.0025869037995149,140.7246,0.06185,-0.0335937499999999,207.4314,0.064,0.0174880763116058,54.6,0.07839985714285715,0.04261351820110832,0.16315236682890746,0.7333679411513712,513.5261142857142,319.79995582390484,0.07043414285714286,0.03011701395162933,0.07952310073975535,0.5061495243501796,390.0284142857143,287.6086274560192,0.0675512,0.020395025746490245,0.035826367313691446,0.34200220459678465,456.5271,410.0476623160154,0.06988889692642435,0.06461813692525932,0.005270760001165026,49.798189704607246,0.01704842857142857
2010-09-21,0.0633,344.157,256868.235,-0.001577287066246,0.0628,0.0634,0.012795731561207,858.4764,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.0624,0.0062893081761006,104.01,0.06201,0.0025869037995149,140.7246,0.06185,-0.0335937499999999,207.4314,0.07828557142857141,0.04265930915152886,0.15811214849781363,0.7345262007696662,442.5644571428571,288.6470950253664,0.07053771428571429,0.03008770153664517,0.08180999094930923,0.5056712268661591,399.7945285714286,283.2192182771677,0.06744786666666666,0.020408908034336946,0.036022424590359856,0.34197822007891915,430.70106,390.83740862596795,0.06887522047620522,0.06452049715301789,0.004354723323187329,49.76868149425434,0.016901999999999997
2010-09-22,0.0628,693.624,255382.48,-0.0078988941548183,0.063,0.0633,-0.001577287066246,344.157,0.0634,0.012795731561207,858.4764,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.0624,0.0062893081761006,104.01,0.06201,0.0025869037995149,140.7246,0.06225700000000001,0.001050115707910185,-0.09017472271975678,0.24563956229510298,510.3520285714285,283.0889834983442,0.07059414285714286,0.030071214093463923,0.08106100538114257,0.5058053440315968,439.28734285714285,282.8635998942838,0.0673412,0.020425092158488752,0.03595993133138398,0.3419863398357803,443.7943833333333,392.91044717924365,0.06794057117217364,0.064393052919461,0.003547518252712642,49.61039033953277,0.01692628571428571
2010-09-23,0.063,930.3198,256863.6,0.0031847133757962,0.06281,0.0628,-0.0078988941548183,693.624,0.0633,-0.001577287066246,344.157,0.0634,0.012795731561207,858.4764,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.0624,0.0062893081761006,104.01,0.06241414285714286,0.0010699066047355989,0.0026067669461733,0.014320631866775069,636.9977142857143,233.54673378613447,0.07063699999999999,0.03005906267539085,0.08083924860969226,0.505841326622569,498.3094714285714,293.53089523748724,0.06721156666666667,0.0204403966907375,0.035617098544920615,0.34201481721454946,459.14427,402.83225210400803,0.06718048329953154,0.06428986381431574,0.002890619485215795,49.67933356073461,0.016912714285714284
2010-09-24,0.06281,41.0628,256861.495,-0.0030158730158729,0.0624,0.063,0.0031847133757962,930.3198,0.0628,-0.0078988941548183,693.624,0.0633,-0.001577287066246,344.157,0.0634,0.012795731561207,858.4764,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06201,-0.0062499999999998,296.3874,0.062687,0.0008377666739610287,0.004483797780046958,0.012147888130845576,580.6181142857142,321.3615694449035,0.07069414285714286,0.030042156690114723,0.08107025767998703,0.5057992317904421,480.072,314.2427460114921,0.06708856666666667,0.020455922573254636,0.03571042294297375,0.3420035035575508,450.64564333333334,409.03406767960877,0.06650810125344976,0.06418024427251458,0.0023278569809351835,49.60989077471369,0.01689842857142857
2010-09-25,0.0624,129.15,255815.04,-0.0065276229899698,0.062279,0.06281,-0.0030158730158729,41.0628,0.063,0.0031847133757962,930.3198,0.0628,-0.0078988941548183,693.624,0.0633,-0.001577287066246,344.157,0.0634,0.012795731561207,858.4764,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.062,-0.0001612643122077,464.9484,0.06290128571428572,0.00036025209427330415,0.003551280210051271,0.012783367696286584,538.2743142857142,362.1390048751053,0.07072271428571429,0.03003344107805513,0.08061551777443261,0.5058807362437523,456.0864,328.0002046405273,0.06695193333333332,0.02047367804655585,0.03549333676310759,0.34202902816538233,445.92062,411.99006582502193,0.06587608567599595,0.06404837432640238,0.001827711349593572,49.449260974361835,0.016926999999999998
2010-09-26,0.062279,723.4878,255932.43655,-0.0019391025641024,0.062206,0.0624,-0.0065276229899698,129.15,0.06281,-0.0030158730158729,41.0628,0.063,0.0031847133757962,930.3198,0.0628,-0.0078988941548183,693.624,0.0633,-0.001577287066246,344.157,0.0634,0.012795731561207,858.4764,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.064999,0.0483709677419355,47.6328,0.06285557142857143,0.00042030221553149245,-0.0007111906934294572,0.00696034522748805,531.4682571428572,357.45066512583657,0.07052842857142858,0.030082074303770686,0.07702194132400132,0.5063059209138393,504.3617571428572,312.63591125020207,0.06686123333333334,0.020488645095277286,0.03618008975618004,0.341929151823924,452.01694000000003,414.7830075639008,0.06532268787968888,0.06391730956148368,0.001405378318205197,49.39842663752047,0.01672142857142857
2010-09-27,0.062206,645.135,256372.6981,-0.0011721447036722,0.06271,0.062279,-0.0019391025641024,723.4878,0.0624,-0.0065276229899698,129.15,0.06281,-0.0030158730158729,41.0628,0.063,0.0031847133757962,930.3198,0.0628,-0.0078988941548183,693.624,0.0633,-0.001577287066246,344.157,0.0634,0.012795731561207,858.4764,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06201,-0.0459853228511207,604.5804,0.06268499999999999,0.0004045165839201018,-0.0027066015884122004,0.0036647490010219357,500.99091428571427,333.1940355450732,0.07054242857142858,0.030077850239552784,0.08022288262024764,0.5056096088941051,507.2585142857142,313.82155901616073,0.0667681,0.020503741921482493,0.03614101826605764,0.3419334955438755,461.17342,415.9504284796426,0.06484319743665982,0.06379054589026267,0.0010526515463971514,49.36545483629845,0.016513142857142858
2010-09-28,0.06271,425.169,259127.1265,0.0081021123364306,0.06219,0.062206,-0.0011721447036722,645.135,0.062279,-0.0019391025641024,723.4878,0.0624,-0.0065276229899698,129.15,0.06281,-0.0030158730158729,41.0628,0.063,0.0031847133757962,930.3198,0.0628,-0.0078988941548183,693.624,0.0633,-0.001577287066246,344.157,0.0634,0.012795731561207,858.4764,0.062599,0.0278981937602627,771.1302,0.0609,0.0,425.5566,0.0609,-0.0161550888529885,435.72,0.0619,-0.6462857142857144,43.8,0.175,1.7301092043681745,219.111,0.0641,0.033704241251411,840.8886,0.06260071428571429,0.0003039938125932117,-0.0013238302451726858,0.0055189198935460876,512.5640571428572,328.2082962854275,0.07044314285714286,0.030103035905822705,0.07839415912632046,0.5058370517632924,477.5642571428572,299.14966556552554,0.06669843333333333,0.020514207612729304,0.0365136527798361,0.34189537185089924,468.99892,412.87766809621377,0.06451501321563524,0.06371050545394692,0.0008045077616883195,49.61550023495622,0.01639985714285714
