date,btc_mktcap,y_btc_close_t+1,btc_ret1_lag1,btc_volume_lag1,btc_ret1_lag2,btc_volume_lag2,btc_ret1_lag3,btc_volume_lag3,btc_ret1_lag4,btc_volume_lag4,btc_ret1_lag5,btc_volume_lag5,btc_ret1_lag6,btc_volume_lag6,btc_ret1_lag8,btc_volume_lag8,btc_ret1_lag9,btc_volume_lag9,btc_ret1_lag10,btc_volume_lag10,btc_ret1_lag11,btc_volume_lag11,btc_ret1_lag12,btc_volume_lag12,btc_ret1_lag13,btc_volume_lag13,btc_ret1_lag14,btc_volume_lag14,btc_roll_std_close_7,btc_roll_mean_ret_7,btc_roll_vol_ret_7,btc_roll_std_vol_7,btc_roll_std_close_14,btc_roll_mean_ret_14,btc_roll_vol_ret_14,btc_roll_std_vol_14,btc_roll_std_close_30,btc_roll_mean_ret_30,btc_roll_vol_ret_30,btc_roll_mean_vol_30,btc_roll_std_vol_30,btc_macd,btc_rsi14,btc_atr14
2010-09-16,-0.8304918411972437,0.0609,20.92522664097573,-0.5492276844306949,0.3176398602129995,-0.5483908107272251,-0.6509681046144212,-0.5476017827976433,0.4965560246869718,-0.5470615076301021,-0.094040887630747,-0.5463151335309502,-0.1686839010648136,-0.5455538799074403,-0.0614674195518422,-0.5439282584779793,-0.502487096181919,-0.5433195048072123,0.1190521992229022,-0.5427333176547718,0.2231855154681539,-0.5418514107408422,-0.4993302231869072,-0.5411545820811101,0.002845074145902,-0.5404823928130338,-0.4700707749045887,-0.5399747368637424,-0.5059413141320368,5.090095514459448,10.667398214220045,-0.558653129252743,-0.5291617033511439,3.1946489735739436,7.433358117594458,-0.602557693102566,-0.5225282971614852,1.308036869417343,5.098185389182922,-0.6990849406871231,-0.6418093864882194,-0.0607952723371114,-0.3010109846676039,-0.55326825380841
2010-09-17,-0.8304929752256136,0.0609,-7.942003099275211,-0.5492359992042277,20.935161975828393,-0.5484203366551725,0.317796508339807,-0.5475905568506738,-0.6507949043394328,-0.5470350500423877,0.4963726735882593,-0.5463349614382588,-0.0946215596444463,-0.54554586916401,-0.0164246490140723,-0.5439300058827781,-0.0619540706770453,-0.5433226796785997,-0.502944848968116,-0.5427260439499662,0.118181110689459,-0.5418729767072971,0.2233558929889402,-0.5411398138659195,-0.4985134652469221,-0.5404754956672922,0.0030928579627091,-0.5399955175593936,-0.5059367884439379,5.042601243721446,10.67332864086415,-0.5586531564289345,-0.5291593904824282,3.117743739823663,7.438310607083595,-0.602558135308789,-0.5225277836474845,1.3485313347256238,5.095947711275538,-0.6990844696449033,-0.6418095535803291,-0.0608992753046925,-0.3148464473490587,-0.5532648890822081
2010-09-18,-0.8304927307612133,0.062599,-0.2874986278389886,-0.549217410946543,-7.946724045516763,-0.548428661528816,20.940535709083317,-0.5476200947269066,0.3182119825578098,-0.5470238243096095,-0.6515084601356497,-0.5463084991986766,0.495716225504157,-0.5455657017955264,-0.1689755655077825,-0.5439208498197425,-0.0168738625996098,-0.5433244270886545,-0.0623916916154309,-0.5427292187266921,-0.504572390519559,-0.5418657001318943,0.1182544976758985,-0.5411614275947972,0.2244226518992359,-0.5404607272434444,-0.498221866436554,-0.5399886209403123,-0.5059323509128687,5.043374495836398,10.67323883999655,-0.5586533064985276,-0.5291589794916017,3.2234237754170816,7.430447230338943,-0.6025580937015963,-0.5225266423953846,1.4805376151504186,5.087417088949801,-0.6990837008096957,-0.6418100869069043,-0.0609859624465336,-0.3148464473490587,-0.5532790209322564
2010-09-19,-0.8304901898116378,0.0634,-0.0912548731782304,-0.5492178929834335,-0.2883332791301854,-0.5484100506916273,-7.948658622988461,-0.5476284229693847,20.946108630502746,-0.5470533616222594,0.3179462165269989,-0.5462972714921499,-0.6520175845007241,-0.545539233251037,-0.0949011272360607,-0.5439128272810173,-0.1695515726035564,-0.5433152709980782,-0.0173094234248239,-0.5427309660846465,-0.0634834464353484,-0.5418688761615588,-0.5050742288770084,-0.5411541349038694,0.1192848985460697,-0.5404823412776982,0.2246510714898859,-0.5399738536441688,-0.5059241546427867,4.945208847382865,10.681769436097245,-0.5586539670453797,-0.529158725306054,3.229157324284512,7.430210300363608,-0.6025557417091049,-0.5225260507756359,1.5902852826299332,5.083648682063765,-0.6990827190881209,-0.6418097720723804,-0.0610516042208019,-0.2869925240089285,-0.5532783547164685
2010-09-20,-0.8304888674147528,0.0633,0.2476381122821687,-0.5492015028754373,-0.0919898888737302,-0.5484105333140571,-0.2883299672498762,-0.5476098046009308,-7.950310468997309,-0.5470616897058345,20.95537526421615,-0.5463268139981559,0.3173126684178635,-0.545528002869391,0.495533079768765,-0.5439326891147844,-0.0954155669662419,-0.5433072484352219,-0.1699941106228605,-0.5427218102670665,-0.0183463506246904,-0.541870624209115,-0.06357785948077,-0.5411573179675276,-0.5042594579780967,-0.5404750484837334,0.1195225063914801,-0.5399954660279932,-0.5059292313933985,5.227060262747197,10.645312485859998,-0.5586507332415963,-0.5291582830871174,3.2141862547801594,7.430966672937609,-0.6025537626364953,-0.52252564883738,1.6087180437047428,5.083158017176277,-0.6990824569524859,-0.6418094506418108,-0.0611034401716784,-0.2730357449455848,-0.5532803668227373
2010-09-21,-0.8304888148084894,0.0628,0.0641811277038016,-0.5491973601583692,0.2470751571169122,-0.5483941232966906,-0.0919368940016645,-0.5476102874186639,-0.2880660764498089,-0.5470430716926192,-7.954397218943614,-0.5463351435460044,20.95209302478423,-0.54555755241421,-0.6523881934600431,-0.5439061815970971,0.4955093825879595,-0.5433271103287317,-0.0958547170561595,-0.5427137879434094,-0.1712167280808547,-0.5418614647781546,-0.0183990714091943,-0.5411590698865073,-0.0626103604219184,-0.5404782315923645,-0.5039673570108593,-0.5399881737909,-0.5059264867910288,5.057887579610318,10.663347546349112,-0.5586537913660381,-0.52915953494836,3.316335759422578,7.423107834684483,-0.602554171278485,-0.5225252655666797,1.6197671509916522,5.082729698694638,-0.6990840510488628,-0.6418111362903339,-0.0611473110993921,-0.2748878033225723,-0.5532941622001654
2010-09-22,-0.8304893181087811,0.063,-0.1104149495402187,-0.5492217536609704,0.0635250289581299,-0.5483899755473866,0.247213949457703,-0.5475938707606399,-0.091623888149705,-0.5470435545011402,-0.2886120108813658,-0.5463165222593034,-7.953969060954282,-0.5455658839466612,0.3171003834293799,-0.5438949346794497,-0.6533659915473062,-0.5433006027313121,0.495097237082179,-0.5427336492447208,-0.096987168542821,-0.5418534392884549,-0.1714106522713161,-0.5411498901700373,-0.0174159435170187,-0.5404799835360967,-0.0623568562887733,-0.5399913566564717,-0.5084204444372591,-3.275750654355186,3.0509781276631687,-0.558654336978745,-0.5291602390865593,3.282880500200723,7.425311494844439,-0.6025542043855838,-0.5225248187454735,1.616245247929104,5.082874702315289,-0.6990832428715624,-0.6418109543867301,-0.0611859698519817,-0.2848228165137804,-0.5532918741863481
2010-09-23,-0.8304888163785982,0.06281,-0.187206598403357,-0.549205178894058,-0.1111596930643836,-0.5484143986812311,0.0636173755311648,-0.5475897213328622,0.2476117720040615,-0.5470271381563462,-0.0920790442776149,-0.5463170051527134,-0.2891677108481776,-0.5455472582232425,20.955251087882484,-0.5439245277340379,0.3169283809585781,-0.543289355779835,-0.6538306393238528,-0.5427071424376466,0.4946834825579885,-0.5418733084281093,-0.0971125283272549,-0.5411418469061826,-0.1704804561330901,-0.5404708036899284,-0.017166389038522,-0.5399931084664269,-0.5084192582172347,-0.1615812828835919,-0.5508489900713298,-0.558659200299829,-0.529160758043777,3.2729751954947446,7.42590271970308,-0.6025532112895619,-0.5225243962085793,1.5969243826010098,5.0833832548617215,-0.6990822954092832,-0.6418100837748117,-0.0612174301188432,-0.2804956523504416,-0.5532931527823047
2010-09-24,-0.830488817091668,0.0624,-0.0525686043454241,-0.5491939527190137,-0.1879903300812711,-0.5483978037806396,-0.1111115489449831,-0.5476141543500397,0.0639692832440393,-0.5470229888077397,0.2473133807647521,-0.546300585921539,-0.0926599680822449,-0.5455477412317069,-7.9555323222105025,-0.5439328715341247,20.972232594762843,-0.5433189489234365,0.3165080745083539,-0.5426958958215063,-0.6556416833723251,-0.5418467911600163,0.4951046374909952,-0.5411617600502758,-0.0961566300167269,-0.5404627603124319,-0.1702175249588603,-0.5399839293212239,-0.5084331721412364,-0.0985795790609444,-0.5846804075582933,-0.5586505799456016,-0.5291614800568812,3.283293776596687,7.425211065475261,-0.6025512830729007,-0.5225239675605111,1.6021838215981092,5.083181214178036,-0.6990828199817681,-0.6418095395820367,-0.0612443820015995,-0.2848541712857899,-0.5532944986727856
2010-09-25,-0.8304891715788525,0.062279,-0.127890155695137,-0.5492361290260764,-0.0532839785015174,-0.5483865639689508,-0.1879616272881132,-0.5475975527339739,-0.1108033383954087,-0.5470474213587349,0.0635860285965618,-0.5462964358433791,0.2466888979601542,-0.5455313180884778,-0.289479054317081,-0.5439142183855484,-7.962580167604786,-0.5433272927486207,20.972756211734605,-0.5427254880827644,0.3158771255273666,-0.5418355401053535,-0.6562830615087777,-0.5411351840540486,0.4962654032574979,-0.5404826737378741,-0.0959001941900514,-0.5399758865579131,-0.5084617932472623,-0.1298791159114085,-0.5747854649898955,-0.5586465770235981,-0.5291618522792637,3.2629817144349516,7.426550253609998,-0.6025500022911282,-0.5225234773565359,1.5899495983516865,5.083637035776457,-0.6990831116309167,-0.6418092802010837,-0.0612683350303007,-0.2949359676325531,-0.553291806891824
